Component,Dependency
"survey/components/svelte/UserSurveyListPanel.svelte","survey/components/svelte/SurveyApproverInfoPanel.svelte"
"survey/components/svelte/UserSurveyListPanel.svelte","common/svelte/Icon.svelte"
"survey/components/svelte/inline-panel/BooleanResponseRenderer.svelte","common/svelte/Icon.svelte"
"survey/components/svelte/inline-panel/CopySurveyResponsesPanel.svelte","common/svelte/NoData.svelte"
"survey/components/svelte/inline-panel/CopySurveyResponsesPanel.svelte","common/svelte/Icon.svelte"
"survey/components/svelte/inline-panel/CopySurveyResponsesPanel.svelte","common/svelte/EntityLink.svelte"
"survey/components/svelte/inline-panel/CopySurveyResponsesPanel.svelte","common/svelte/SearchInput.svelte"
"survey/components/svelte/inline-panel/DateResponseRenderer.svelte",
"survey/components/svelte/inline-panel/DropdownMultiResponseRenderer.svelte",
"survey/components/svelte/inline-panel/EntityResponseRenderer.svelte","common/svelte/EntityLink.svelte"
"survey/components/svelte/inline-panel/LegalEntityResponseRenderer.svelte","common/svelte/EntityLink.svelte"
"survey/components/svelte/inline-panel/MeasurableMultiResponseRenderer.svelte","survey/components/svelte/inline-panel/MeasurableTree.svelte"
"survey/components/svelte/inline-panel/MeasurableTree.svelte","common/svelte/EntityLink.svelte"
"survey/components/svelte/inline-panel/NumberResponseRenderer.svelte",
"survey/components/svelte/inline-panel/StringResponseRenderer.svelte","common/svelte/Markdown.svelte"
"survey/components/svelte/inline-panel/SurveyActions.svelte","common/svelte/Icon.svelte"
"survey/components/svelte/inline-panel/SurveyActions.svelte","common/svelte/NoData.svelte"
"survey/components/svelte/inline-panel/SurveyActions.svelte","common/svelte/ViewLink.svelte"
"survey/components/svelte/inline-panel/SurveyActions.svelte","common/svelte/StaticPanels.svelte"
"survey/components/svelte/inline-panel/SurveyInstanceVersionPicker.svelte","common/svelte/Icon.svelte"
"survey/components/svelte/inline-panel/SurveyPeople.svelte","common/svelte/PersonList.svelte"
"survey/components/svelte/inline-panel/SurveyPeople.svelte","common/svelte/Icon.svelte"
"survey/components/svelte/inline-panel/SurveyQuestionResponse.svelte","survey/components/svelte/inline-panel/StringResponseRenderer.svelte"
"survey/components/svelte/inline-panel/SurveyQuestionResponse.svelte","survey/components/svelte/inline-panel/NumberResponseRenderer.svelte"
"survey/components/svelte/inline-panel/SurveyQuestionResponse.svelte","survey/components/svelte/inline-panel/DateResponseRenderer.svelte"
"survey/components/svelte/inline-panel/SurveyQuestionResponse.svelte","survey/components/svelte/inline-panel/EntityResponseRenderer.svelte"
"survey/components/svelte/inline-panel/SurveyQuestionResponse.svelte","survey/components/svelte/inline-panel/BooleanResponseRenderer.svelte"
"survey/components/svelte/inline-panel/SurveyQuestionResponse.svelte","survey/components/svelte/inline-panel/DropdownMultiResponseRenderer.svelte"
"survey/components/svelte/inline-panel/SurveyQuestionResponse.svelte","survey/components/svelte/inline-panel/MeasurableMultiResponseRenderer.svelte"
"survey/components/svelte/inline-panel/SurveyQuestionResponse.svelte","survey/components/svelte/inline-panel/LegalEntityResponseRenderer.svelte"
"survey/components/svelte/inline-panel/SurveyViewer.svelte","survey/components/svelte/inline-panel/SurveyQuestionResponse.svelte"
"survey/components/svelte/inline-panel/SurveyViewer.svelte","survey/components/svelte/inline-panel/SurveyViewerContextPanel.svelte"
"survey/components/svelte/inline-panel/SurveyViewer.svelte","survey/components/svelte/inline-panel/CopySurveyResponsesPanel.svelte"
"survey/components/svelte/inline-panel/SurveyViewer.svelte","common/svelte/Markdown.svelte"
"survey/components/svelte/inline-panel/SurveyViewerContextPanel.svelte","common/svelte/Icon.svelte"
"survey/components/svelte/inline-panel/SurveyViewerContextPanel.svelte","common/svelte/info-panels/SurveyInstanceInfoPanel.svelte"
"survey/components/svelte/inline-panel/SurveyViewerContextPanel.svelte","survey/components/svelte/inline-panel/SurveyPeople.svelte"
"survey/components/svelte/inline-panel/SurveyViewerContextPanel.svelte","survey/components/svelte/inline-panel/SurveyActions.svelte"
"survey/components/svelte/inline-panel/SurveyViewerContextPanel.svelte","survey/components/svelte/inline-panel/SurveyInstanceVersionPicker.svelte"
"survey/components/svelte/inline-panel/SurveyViewerContextPanel.svelte","common/svelte/DataExtractLink.svelte"
"survey/components/svelte/inline-panel/Wrapper.svelte","common/svelte/DataTypeTreeSelector.svelte"
"system/svelte/analytics-dashboard/AccessLogsChartView.svelte","common/svelte/SubSection.svelte"
"system/svelte/analytics-dashboard/AccessLogsChartView.svelte","system/svelte/analytics-dashboard/LineChart.svelte"
"system/svelte/analytics-dashboard/AnalyticsDashboardAdminView.svelte","common/svelte/ViewLink.svelte"
"system/svelte/analytics-dashboard/AnalyticsDashboardAdminView.svelte","common/svelte/PageHeader.svelte"
"system/svelte/analytics-dashboard/AnalyticsDashboardAdminView.svelte","common/svelte/SubSection.svelte"
"system/svelte/analytics-dashboard/AnalyticsDashboardAdminView.svelte","common/svelte/DropdownPicker.svelte"
"system/svelte/analytics-dashboard/AnalyticsDashboardAdminView.svelte","common/svelte/GridWithCellRenderer.svelte"
"system/svelte/analytics-dashboard/AnalyticsDashboardAdminView.svelte","common/svelte/ViewLinkLabelled.svelte"
"system/svelte/analytics-dashboard/AnalyticsDashboardAdminView.svelte","common/svelte/LoadingPlaceholder.svelte"
"system/svelte/analytics-dashboard/AnalyticsDashboardAdminView.svelte","system/svelte/analytics-dashboard/AccessLogsChartView.svelte"
"system/svelte/analytics-dashboard/AnalyticsDashboardAdminView.svelte","system/svelte/analytics-dashboard/ChangeLogsChartView.svelte"
"system/svelte/analytics-dashboard/BarChart.svelte","common/svelte/LoadingPlaceholder.svelte"
"system/svelte/analytics-dashboard/ChangeLogsChartView.svelte","common/svelte/SubSection.svelte"
"system/svelte/analytics-dashboard/ChangeLogsChartView.svelte","system/svelte/analytics-dashboard/LineChart.svelte"
"system/svelte/analytics-dashboard/ChangeLogsChartView.svelte","common/svelte/DropdownPicker.svelte"
"system/svelte/analytics-dashboard/LineChart.svelte","common/svelte/LoadingPlaceholder.svelte"
"system/svelte/analytics-dashboard/LineChart.svelte","common/svelte/NoData.svelte"
"system/svelte/assessment-definitions/AssessmentDefinitionEditor.svelte","common/svelte/Icon.svelte"
"system/svelte/assessment-definitions/AssessmentDefinitionRemovalConfirmation.svelte","common/svelte/Icon.svelte"
"system/svelte/assessment-definitions/AssessmentDefinitionsAdminView.svelte","common/svelte/PageHeader.svelte"
"system/svelte/assessment-definitions/AssessmentDefinitionsAdminView.svelte","common/svelte/ViewLink.svelte"
"system/svelte/assessment-definitions/AssessmentDefinitionsAdminView.svelte","common/svelte/EntityIcon.svelte"
"system/svelte/assessment-definitions/AssessmentDefinitionsAdminView.svelte","common/svelte/SearchInput.svelte"
"system/svelte/assessment-definitions/AssessmentDefinitionsAdminView.svelte","common/svelte/Icon.svelte"
"system/svelte/assessment-definitions/AssessmentDefinitionsAdminView.svelte","system/svelte/assessment-definitions/AssessmentDefinitionEditor.svelte"
"system/svelte/assessment-definitions/AssessmentDefinitionsAdminView.svelte","system/svelte/assessment-definitions/AssessmentDefinitionRemovalConfirmation.svelte"
"system/svelte/assessment-definitions/AssessmentDefinitionsAdminView.svelte","system/svelte/ratings-schemes/ItemPreviewBar.svelte"
"system/svelte/assessment-definitions/MeasurableCategoryPicker.svelte",
"system/svelte/bulk-relationships/BulkRelationshipUpload.svelte","common/svelte/LoadingPlaceholder.svelte"
"system/svelte/bulk-relationships/BulkRelationshipUpload.svelte","common/svelte/SubSection.svelte"
"system/svelte/color-scale/ColorScale.svelte","system/svelte/ratings-schemes/ColorPicker.svelte"
"system/svelte/color-scale/ColorScale.svelte","common/svelte/PageHeader.svelte"
"system/svelte/color-scale/ColorScale.svelte","common/svelte/ViewLink.svelte"
"system/svelte/euda-list/EudaListPanel.svelte","common/svelte/SearchInput.svelte"
"system/svelte/euda-list/EudaListPanel.svelte","common/svelte/NoData.svelte"
"system/svelte/euda-list/EudaListPanel.svelte","common/svelte/Icon.svelte"
"system/svelte/euda-list/EudaListPanel.svelte","common/svelte/info-panels/EndUserApplicationInfoPanel.svelte"
"system/svelte/euda-list/EudaListPanel.svelte","common/svelte/EntityLink.svelte"
"system/svelte/euda-list/EudaListPanel.svelte","common/svelte/SubSection.svelte"
"system/svelte/licences/EditLicencePanel.svelte",
"system/svelte/licences/LicencesAdminView.svelte","common/svelte/PageHeader.svelte"
"system/svelte/licences/LicencesAdminView.svelte","common/svelte/ViewLink.svelte"
"system/svelte/licences/LicencesAdminView.svelte","common/svelte/SearchInput.svelte"
"system/svelte/licences/LicencesAdminView.svelte","common/svelte/LastEdited.svelte"
"system/svelte/licences/LicencesAdminView.svelte","common/svelte/Section.svelte"
"system/svelte/licences/LicencesAdminView.svelte","system/svelte/licences/EditLicencePanel.svelte"
"system/svelte/licences/LicencesAdminView.svelte","common/svelte/Icon.svelte"
"system/svelte/licences/LicencesAdminView.svelte","system/svelte/licences/RemoveLicencePanel.svelte"
"system/svelte/licences/LicencesAdminView.svelte","common/svelte/NoData.svelte"
"system/svelte/licences/RemoveLicencePanel.svelte",
"system/svelte/measurable-categories/MeasurableCategoryEditView.svelte","common/svelte/PageHeader.svelte"
"system/svelte/measurable-categories/MeasurableCategoryEditView.svelte","common/svelte/ViewLink.svelte"
"system/svelte/measurable-categories/MeasurableCategoryEditView.svelte","common/svelte/Icon.svelte"
"system/svelte/measurable-categories/MeasurableCategoryListView.svelte","common/svelte/PageHeader.svelte"
"system/svelte/measurable-categories/MeasurableCategoryListView.svelte","common/svelte/ViewLink.svelte"
"system/svelte/measurable-categories/MeasurableCategoryListView.svelte","common/svelte/SearchInput.svelte"
"system/svelte/measurable-categories/MeasurableCategoryListView.svelte","common/svelte/Icon.svelte"
"system/svelte/nav-aid-builder/DataTypeNavAidBuilder.svelte","system/svelte/nav-aid-builder/TaxonomyNavAidBuilder.svelte"
"system/svelte/nav-aid-builder/MeasurableCategoryNavAidBuilder.svelte","system/svelte/nav-aid-builder/TaxonomyNavAidBuilder.svelte"
"system/svelte/nav-aid-builder/NavAidBuilder.svelte","common/svelte/PageHeader.svelte"
"system/svelte/nav-aid-builder/NavAidBuilder.svelte","common/svelte/ViewLink.svelte"
"system/svelte/nav-aid-builder/NavAidBuilder.svelte","system/svelte/nav-aid-builder/TaxonomyNavAidBuilder.svelte"
"system/svelte/nav-aid-builder/NavAidBuilder.svelte","system/svelte/nav-aid-builder/DataTypeNavAidBuilder.svelte"
"system/svelte/nav-aid-builder/NavAidBuilder.svelte","system/svelte/nav-aid-builder/MeasurableCategoryNavAidBuilder.svelte"
"system/svelte/nav-aid-builder/NavAidBuilder.svelte","system/svelte/nav-aid-builder/custom/PersonNavAidBuilder.svelte"
"system/svelte/nav-aid-builder/TaxonomyNavAidBuilder.svelte","system/svelte/ratings-schemes/ColorPicker.svelte"
"system/svelte/nav-aid-builder/custom/Group.svelte","system/svelte/nav-aid-builder/custom/Unit.svelte"
"system/svelte/nav-aid-builder/custom/GroupLeader.svelte","common/svelte/EntityLabel.svelte"
"system/svelte/nav-aid-builder/custom/PersonNavAid.svelte","system/svelte/nav-aid-builder/custom/GroupLeader.svelte"
"system/svelte/nav-aid-builder/custom/PersonNavAid.svelte","system/svelte/nav-aid-builder/custom/Group.svelte"
"system/svelte/nav-aid-builder/custom/PersonNavAidBuilder.svelte","system/svelte/nav-aid-builder/custom/control/BuilderControl.svelte"
"system/svelte/nav-aid-builder/custom/PersonNavAidBuilder.svelte","system/svelte/nav-aid-builder/custom/PersonNavAid.svelte"
"system/svelte/nav-aid-builder/custom/PersonNavAidBuilder.svelte","common/svelte/Toggle.svelte"
"system/svelte/nav-aid-builder/custom/Unit.svelte","system/svelte/nav-aid-builder/custom/GroupLeader.svelte"
"system/svelte/nav-aid-builder/custom/control/BlockEditor.svelte",
"system/svelte/nav-aid-builder/custom/control/BuilderControl.svelte","system/svelte/nav-aid-builder/custom/control/NavTree.svelte"
"system/svelte/nav-aid-builder/custom/control/BuilderControl.svelte","system/svelte/nav-aid-builder/custom/control/RemovalConfirmation.svelte"
"system/svelte/nav-aid-builder/custom/control/BuilderControl.svelte","system/svelte/nav-aid-builder/custom/control/BlockEditor.svelte"
"system/svelte/nav-aid-builder/custom/control/BuilderControl.svelte","system/svelte/nav-aid-builder/custom/control/PersonEditor.svelte"
"system/svelte/nav-aid-builder/custom/control/NavTree.svelte","common/svelte/Icon.svelte"
"system/svelte/nav-aid-builder/custom/control/PersonEditor.svelte","common/svelte/EntitySearchSelector.svelte"
"system/svelte/nav-aid-builder/custom/control/PersonEditor.svelte","common/svelte/Icon.svelte"
"system/svelte/nav-aid-builder/custom/control/RemovalConfirmation.svelte",
"system/svelte/nav-aids/NavAidEditView.svelte",
"system/svelte/nav-aids/NavAidRemovalConfirmation.svelte",
"system/svelte/nav-aids/NavAidsAdminView.svelte","common/svelte/ViewLink.svelte"
"system/svelte/nav-aids/NavAidsAdminView.svelte","common/svelte/PageHeader.svelte"
"system/svelte/nav-aids/NavAidsAdminView.svelte","common/svelte/Icon.svelte"
"system/svelte/nav-aids/NavAidsAdminView.svelte","system/svelte/nav-aids/NavAidEditView.svelte"
"system/svelte/nav-aids/NavAidsAdminView.svelte","system/svelte/nav-aids/NavAidRemovalConfirmation.svelte"
"system/svelte/nav-aids/NavAidsAdminView.svelte","common/svelte/SearchInput.svelte"
"system/svelte/permissions/PermissionsView.svelte","common/svelte/PageHeader.svelte"
"system/svelte/permissions/PermissionsView.svelte","common/svelte/ViewLink.svelte"
"system/svelte/permissions/PermissionsView.svelte","common/svelte/EntityIcon.svelte"
"system/svelte/permissions/PermissionsView.svelte","common/svelte/EntityLabel.svelte"
"system/svelte/ratings-schemes/ColorPicker.svelte",
"system/svelte/ratings-schemes/ItemEditor.svelte","system/svelte/ratings-schemes/ColorPicker.svelte"
"system/svelte/ratings-schemes/ItemEditor.svelte","common/svelte/Icon.svelte"
"system/svelte/ratings-schemes/ItemPreviewBar.svelte",
"system/svelte/ratings-schemes/ItemRemovalConfirmation.svelte","common/svelte/Icon.svelte"
"system/svelte/ratings-schemes/ItemsView.svelte","common/svelte/Icon.svelte"
"system/svelte/ratings-schemes/ItemsView.svelte","system/svelte/ratings-schemes/ItemEditor.svelte"
"system/svelte/ratings-schemes/ItemsView.svelte","system/svelte/ratings-schemes/ItemRemovalConfirmation.svelte"
"system/svelte/ratings-schemes/RatingSchemesAdminView.svelte","common/svelte/PageHeader.svelte"
"system/svelte/ratings-schemes/RatingSchemesAdminView.svelte","common/svelte/ViewLink.svelte"
"system/svelte/ratings-schemes/RatingSchemesAdminView.svelte","common/svelte/SearchInput.svelte"
"system/svelte/ratings-schemes/RatingSchemesAdminView.svelte","system/svelte/ratings-schemes/ItemPreviewBar.svelte"
"system/svelte/ratings-schemes/RatingSchemesAdminView.svelte","system/svelte/ratings-schemes/SchemeEditor.svelte"
"system/svelte/ratings-schemes/RatingSchemesAdminView.svelte","system/svelte/ratings-schemes/ItemsView.svelte"
"system/svelte/ratings-schemes/RatingSchemesAdminView.svelte","common/svelte/Icon.svelte"
"system/svelte/ratings-schemes/RatingSchemesAdminView.svelte","system/svelte/ratings-schemes/SchemeRemovalConfirmation.svelte"
"system/svelte/ratings-schemes/SchemeEditor.svelte","common/svelte/Icon.svelte"
"system/svelte/ratings-schemes/SchemeRemovalConfirmation.svelte",
"system/svelte/ratings-schemes/SymbolPicker.svelte",
"system/svelte/recipients/ReassignRecipientsView.svelte","common/svelte/ViewLink.svelte"
"system/svelte/recipients/ReassignRecipientsView.svelte","common/svelte/PageHeader.svelte"
"system/svelte/settings/CreateSettingPanel.svelte",
"system/svelte/settings/SettingsAdminView.svelte","common/svelte/NoData.svelte"
"system/svelte/settings/SettingsAdminView.svelte","common/svelte/Icon.svelte"
"system/svelte/settings/SettingsAdminView.svelte","common/svelte/SearchInput.svelte"
"system/svelte/settings/SettingsAdminView.svelte","common/svelte/ViewLink.svelte"
"system/svelte/settings/SettingsAdminView.svelte","common/svelte/PageHeader.svelte"
"system/svelte/settings/SettingsAdminView.svelte","common/svelte/Section.svelte"
"system/svelte/settings/SettingsAdminView.svelte","system/svelte/settings/CreateSettingPanel.svelte"
"system/svelte/static-diagrams/StaticDiagram.svelte","common/svelte/PageHeader.svelte"
"system/svelte/static-diagrams/StaticDiagram.svelte","common/svelte/ViewLink.svelte"
"system/svelte/static-diagrams/StaticDiagramsAdminView.svelte","common/svelte/PageHeader.svelte"
"system/svelte/static-diagrams/StaticDiagramsAdminView.svelte","common/svelte/ViewLink.svelte"
"system/svelte/static-diagrams/StaticDiagramsAdminView.svelte","common/svelte/SearchInput.svelte"
"system/svelte/static-diagrams/StaticDiagramsAdminView.svelte","system/svelte/static-diagrams/StaticDiagram.svelte"
"system/svelte/static-diagrams/StaticDiagramsAdminView.svelte","common/svelte/Icon.svelte"
"system/svelte/static-panels/StaticPanelEditor.svelte","common/svelte/Icon.svelte"
"system/svelte/static-panels/StaticPanelsAdminView.svelte","common/svelte/PageHeader.svelte"
"system/svelte/static-panels/StaticPanelsAdminView.svelte","common/svelte/SearchInput.svelte"
"system/svelte/static-panels/StaticPanelsAdminView.svelte","common/svelte/Icon.svelte"
"system/svelte/static-panels/StaticPanelsAdminView.svelte","system/svelte/static-panels/StaticPanelEditor.svelte"
"system/svelte/static-panels/StaticPanelsAdminView.svelte","common/svelte/ViewLink.svelte"
"system/svelte/version-info/VersionInfoPage.svelte","common/svelte/PageHeader.svelte"
"system/svelte/version-info/VersionInfoPage.svelte","common/svelte/ViewLink.svelte"
"system/svelte/version-info/VersionInfoPage.svelte","common/svelte/Icon.svelte"
"technology/svelte/custom-environment-panel/CustomEnvironmentPanel.svelte","common/svelte/Icon.svelte"
"technology/svelte/custom-environment-panel/CustomEnvironmentPanel.svelte","technology/svelte/custom-environment-panel/UsagePanel.svelte"
"technology/svelte/custom-environment-panel/CustomEnvironmentPanel.svelte","technology/svelte/custom-environment-panel/EnvironmentRegistration.svelte"
"technology/svelte/custom-environment-panel/CustomEnvironmentPanel.svelte","common/svelte/NoData.svelte"
"technology/svelte/custom-environment-panel/EnvironmentRegistration.svelte","common/svelte/Icon.svelte"
"technology/svelte/custom-environment-panel/EnvironmentRemovalConfirmation.svelte",
"technology/svelte/custom-environment-panel/UsageAssetInfo.svelte","common/svelte/EntityLink.svelte"
"technology/svelte/custom-environment-panel/UsageAssetInfo.svelte","common/svelte/Icon.svelte"
"technology/svelte/custom-environment-panel/UsageEdit.svelte","common/svelte/EntitySearchSelector.svelte"
"technology/svelte/custom-environment-panel/UsageEdit.svelte","common/svelte/Icon.svelte"
"technology/svelte/custom-environment-panel/UsageEdit.svelte","technology/svelte/custom-environment-panel/UsageTree.svelte"
"technology/svelte/custom-environment-panel/UsageEdit.svelte","common/svelte/SearchInput.svelte"
"technology/svelte/custom-environment-panel/UsageEdit.svelte","common/svelte/MiniActions.svelte"
"technology/svelte/custom-environment-panel/UsagePanel.svelte","technology/svelte/custom-environment-panel/UsageEdit.svelte"
"technology/svelte/custom-environment-panel/UsagePanel.svelte","technology/svelte/custom-environment-panel/EnvironmentRemovalConfirmation.svelte"
"technology/svelte/custom-environment-panel/UsagePanel.svelte","technology/svelte/custom-environment-panel/UsageTree.svelte"
"technology/svelte/custom-environment-panel/UsagePanel.svelte","technology/svelte/custom-environment-panel/UsageTable.svelte"
"technology/svelte/custom-environment-panel/UsagePanel.svelte","common/svelte/MiniActions.svelte"
"technology/svelte/custom-environment-panel/UsagePanel.svelte","technology/svelte/custom-environment-panel/UsageAssetInfo.svelte"
"technology/svelte/custom-environment-panel/UsageTable.svelte","common/svelte/Icon.svelte"
"technology/svelte/custom-environment-panel/UsageTable.svelte","common/svelte/EntityLink.svelte"
"technology/svelte/custom-environment-panel/UsageTree.svelte","common/svelte/Icon.svelte"
"technology/svelte/custom-environment-panel/UsageTree.svelte","common/svelte/MiniActions.svelte"
"user/svelte/DeleteUserConfirmationPanel.svelte","common/svelte/NoData.svelte"
"user/svelte/PasswordUpdatePanel.svelte",
"user/svelte/UserBulkEditor.svelte","common/svelte/Icon.svelte"
"user/svelte/UserCreatePanel.svelte",
"user/svelte/UserManagementPanel.svelte","user/svelte/UserSelectList.svelte"
"user/svelte/UserManagementPanel.svelte","user/svelte/UserRolesList.svelte"
"user/svelte/UserManagementPanel.svelte","user/svelte/UserCreatePanel.svelte"
"user/svelte/UserManagementPanel.svelte","user/svelte/PasswordUpdatePanel.svelte"
"user/svelte/UserManagementPanel.svelte","user/svelte/DeleteUserConfirmationPanel.svelte"
"user/svelte/UserManagementPanel.svelte","common/svelte/Icon.svelte"
"user/svelte/UserManagementPanel.svelte","user/svelte/UserBulkEditor.svelte"
"user/svelte/UserRolesList.svelte","common/svelte/SearchInput.svelte"
"user/svelte/UserRolesList.svelte","common/svelte/NoData.svelte"
"user/svelte/UserRolesList.svelte","common/svelte/Icon.svelte"
"user/svelte/UserRolesList.svelte","common/svelte/ViewLink.svelte"
"user/svelte/UserSelectList.svelte","common/svelte/SearchInput.svelte"
"user/svelte/UserSelectList.svelte","common/svelte/NoData.svelte"
"user/svelte/UserSelectList.svelte","common/svelte/Icon.svelte"
"widgets/Component.svelte",
